,Team,Efficiency: (Wins/avg_Time),base_total,hp,speed,attack,defense,sp_attack,sp_defense,Wins,Avg Time Win,SD Time Win,Avg Time Loss,SD Time Loss,Losses to Lorelei,Losses to Bruno,Losses to Agatha,Losses to Lance,Nemesis,Nemesis Losses
936,"['squirtle', 'drowzee', 'omanyte', 'kadabra', 'ponyta', 'drowzee']",0.0,278.0,76.0,42.0,41.0,39.0,40.0,40.0,0,0.0,0.0,12.42,3.09,100,0,0,0,slowbro,42
971,"['magikarp', 'pidgeot', 'ivysaur', 'venusaur', 'raichu', 'mewtwo']",0.0,289.0,76.0,42.0,43.0,43.0,42.0,43.0,0,0.0,0.0,12.98,5.71,83,8,8,1,jynx,47
972,"['articuno', 'krabby', 'grimer', 'scyther', 'oddish', 'kadabra']",0.0,283.0,77.0,41.0,42.0,42.0,41.0,40.0,0,0.0,0.0,11.89,3.74,97,0,2,1,jynx,46
975,"['kingler', 'ditto', 'scyther', 'horsea', 'seadra', 'pikachu']",0.0,285.0,75.0,45.0,41.0,41.0,43.0,40.0,0,0.0,0.0,14.12,5.0,99,1,0,0,jynx,48
988,"['nidoran-m', 'dewgong', 'kangaskhan', 'doduo', 'abra', 'wartortle']",0.0,287.0,78.0,41.0,41.0,43.0,42.0,42.0,0,0.0,0.0,21.25,7.39,83,17,0,0,lapras,49
976,"['rattata', 'nidoran-f', 'omanyte', 'scyther', 'mankey', 'paras']",0.0,284.0,77.0,41.0,42.0,41.0,41.0,42.0,0,0.0,0.0,9.44,2.42,100,0,0,0,cloyster,47
978,"['machoke', 'rhydon', 'golduck', 'nidorino', 'gloom', 'gloom']",0.0,276.0,73.0,40.0,39.0,40.0,40.0,44.0,0,0.0,0.0,11.58,4.79,84,0,16,0,jynx,44
991,"['machop', 'mr-mime', 'machoke', 'ditto', 'growlithe', 'gloom']",0.0,286.0,76.0,42.0,44.0,42.0,40.0,42.0,0,0.0,0.0,12.62,4.57,85,10,5,0,jynx,46
979,"['lickitung', 'weezing', 'krabby', 'bulbasaur', 'rapidash', 'lapras']",0.0,278.0,75.0,38.0,41.0,44.0,40.0,40.0,0,0.0,0.0,20.65,7.32,45,17,38,0,gengar,31
980,"['poliwrath', 'scyther', 'mewtwo', 'pinsir', 'doduo', 'tentacool']",0.0,283.0,76.0,40.0,42.0,42.0,42.0,41.0,0,0.0,0.0,18.42,5.46,31,4,64,1,gengar,43
981,"['zubat', 'nidoran-m', 'venonat', 'ditto', 'mankey', 'golbat']",0.0,279.0,75.0,42.0,41.0,40.0,41.0,40.0,0,0.0,0.0,13.1,5.78,100,0,0,0,cloyster,55
982,"['wigglytuff', 'victreebel', 'porygon', 'butterfree', 'diglett', 'zapdos']",0.0,288.0,76.0,42.0,42.0,44.0,40.0,44.0,0,0.0,0.0,18.45,9.03,60,15,24,1,lapras,49
984,"['vulpix', 'dewgong', 'lapras', 'persian', 'pidgey', 'slowbro']",0.0,282.0,76.0,41.0,41.0,41.0,41.0,42.0,0,0.0,0.0,39.84,11.46,28,47,25,0,machamp,32
985,"['doduo', 'bulbasaur', 'primeape', 'cubone', 'hitmonchan', 'magneton']",0.0,284.0,76.0,43.0,43.0,40.0,41.0,41.0,0,0.0,0.0,10.74,4.1,79,7,14,0,lapras,42
993,"['hitmonchan', 'goldeen', 'dragonair', 'oddish', 'scyther', 'krabby']",0.0,282.0,78.0,40.0,41.0,42.0,41.0,40.0,0,0.0,0.0,9.16,2.82,95,2,3,0,lapras,67
994,"['kadabra', 'seaking', 'ivysaur', 'charizard', 'dugtrio', 'starmie']",0.0,287.0,77.0,42.0,44.0,41.0,40.0,43.0,0,0.0,0.0,13.5,4.99,78,7,15,0,lapras,39
952,"['blastoise', 'rhydon', 'magneton', 'staryu', 'nidoran-f', 'nidoking']",0.0,273.0,76.0,38.0,40.0,40.0,41.0,38.0,0,0.0,0.0,17.08,5.98,42,1,57,0,gengar,55
968,"['jigglypuff', 'charmeleon', 'ditto', 'raticate', 'paras', 'butterfree']",0.0,284.0,76.0,44.0,43.0,40.0,41.0,40.0,0,0.0,0.0,14.45,5.22,100,0,0,0,jynx,37
742,"['machoke', 'clefairy', 'vaporeon', 'ponyta', 'lapras', 'tauros']",0.0,287.0,79.0,42.0,44.0,40.0,40.0,42.0,0,0.0,0.0,25.6,7.85,28,33,39,0,gengar,27
955,"['nidoking', 'hypno', 'vileplume', 'vaporeon', 'charmeleon', 'tentacool']",0.0,276.0,75.0,41.0,41.0,39.0,40.0,40.0,0,0.0,0.0,15.9,5.94,60,16,24,0,lapras,44
938,"['nidorina', 'horsea', 'graveler', 'weedle', 'sandshrew', 'staryu']",0.0,286.0,79.0,38.0,44.0,43.0,41.0,41.0,0,0.0,0.0,9.71,3.56,99,1,0,0,slowbro,55
746,"['venomoth', 'dewgong', 'jynx', 'ekans', 'ivysaur', 'tauros']",0.0,286.0,81.0,40.0,41.0,43.0,40.0,41.0,0,0.0,0.0,22.03,8.16,84,7,9,0,cloyster,34
995,"['nidoqueen', 'machoke', 'seel', 'electrode', 'ivysaur', 'flareon']",0.0,282.0,74.0,41.0,41.0,43.0,41.0,42.0,0,0.0,0.0,15.54,6.89,64,10,26,0,lapras,43
996,"['electabuzz', 'horsea', 'jolteon', 'seaking', 'dugtrio', 'omanyte']",0.0,280.0,76.0,40.0,42.0,42.0,39.0,41.0,0,0.0,0.0,13.93,4.73,59,32,9,0,lapras,39
997,"['exeggutor', 'abra', 'nidoking', 'koffing', 'tentacruel', 'rhyhorn']",0.0,273.0,76.0,38.0,40.0,42.0,38.0,39.0,0,0.0,0.0,14.2,7.33,68,2,30,0,lapras,53
998,"['koffing', 'fearow', 'kabutops', 'nidoran-f', 'golem', 'dodrio']",0.0,277.0,75.0,39.0,41.0,43.0,39.0,40.0,0,0.0,0.0,13.8,6.32,68,2,30,0,lapras,52
970,"['nidorino', 'poliwag', 'tentacruel', 'flareon', 'gastly', 'seadra']",0.0,277.0,74.0,44.0,40.0,39.0,40.0,40.0,0,0.0,0.0,15.84,6.31,77,3,20,0,lapras,30
969,"['victreebel', 'wigglytuff', 'raichu', 'jigglypuff', 'farfetchd', 'kingler']",0.0,273.0,76.0,39.0,40.0,37.0,41.0,40.0,0,0.0,0.0,14.36,5.7,83,11,6,0,lapras,38
951,"['kadabra', 'parasect', 'pidgeot', 'ivysaur', 'starmie', 'butterfree']",0.0,277.0,77.0,38.0,42.0,43.0,39.0,38.0,0,0.0,0.0,13.31,4.08,97,2,1,0,jynx,45
950,"['nidoqueen', 'blastoise', 'blastoise', 'paras', 'slowpoke', 'arbok']",0.0,276.0,74.0,40.0,40.0,40.0,42.0,40.0,0,0.0,0.0,18.05,5.67,47,2,51,0,gengar,47
937,"['bulbasaur', 'oddish', 'shellder', 'flareon', 'jynx', 'golduck']",0.0,273.0,74.0,40.0,41.0,41.0,38.0,39.0,0,0.0,0.0,13.98,5.86,55,29,16,0,slowbro,30
939,"['parasect', 'nidoran-f', 'bellsprout', 'fearow', 'scyther', 'hitmonlee']",0.0,277.0,76.0,38.0,41.0,40.0,41.0,41.0,0,0.0,0.0,8.79,3.22,97,1,2,0,slowbro,76
954,"['magneton', 'aerodactyl', 'eevee', 'poliwhirl', 'zubat', 'mankey']",0.0,291.0,77.0,41.0,42.0,45.0,41.0,45.0,0,0.0,0.0,14.66,5.73,49,25,26,0,lapras,29
940,"['tauros', 'zubat', 'poliwhirl', 'bulbasaur', 'omastar', 'ninetales']",0.0,285.0,77.0,41.0,43.0,42.0,41.0,41.0,0,0.0,0.0,11.38,3.8,96,2,2,0,draw,53
941,"['exeggutor', 'kakuna', 'poliwrath', 'charizard', 'charizard', 'koffing']",0.0,291.0,77.0,44.0,44.0,41.0,43.0,42.0,0,0.0,0.0,20.45,8.0,36,6,58,0,gengar,49
942,"['metapod', 'abra', 'voltorb', 'golduck', 'raticate', 'lapras']",0.0,267.0,74.0,40.0,40.0,38.0,37.0,38.0,0,0.0,0.0,22.23,8.75,50,29,21,0,jynx,28
944,"['alakazam', 'kabuto', 'jynx', 'rhydon', 'dewgong', 'fearow']",0.0,283.0,77.0,42.0,40.0,41.0,42.0,41.0,0,0.0,0.0,21.79,7.78,49,9,42,0,lapras,39
946,"['wigglytuff', 'staryu', 'beedrill', 'growlithe', 'kabutops', 'ditto']",0.0,279.0,77.0,40.0,41.0,40.0,41.0,40.0,0,0.0,0.0,18.25,5.6,95,3,2,0,jynx,45
947,"['psyduck', 'rhyhorn', 'pidgeot', 'magneton', 'golbat', 'cloyster']",0.0,281.0,75.0,43.0,42.0,39.0,40.0,42.0,0,0.0,0.0,15.49,5.99,66,18,16,0,lapras,47
949,"['metapod', 'squirtle', 'ninetales', 'venonat', 'muk', 'tangela']",0.0,282.0,75.0,41.0,40.0,42.0,44.0,40.0,0,0.0,0.0,16.04,4.75,100,0,0,0,slowbro,40
987,"['sandshrew', 'kadabra', 'moltres', 'wigglytuff', 'grimer', 'magikarp']",0.0,280.0,76.0,40.0,41.0,41.0,42.0,40.0,0,0.0,0.0,12.62,4.18,100,0,0,0,cloyster,39
990,"['electabuzz', 'ekans', 'hypno', 'machoke', 'machamp', 'drowzee']",0.0,280.0,77.0,41.0,40.0,40.0,41.0,41.0,0,0.0,0.0,13.45,6.53,65,16,19,0,lapras,28
748,"['dodrio', 'kangaskhan', 'bulbasaur', 'charmeleon', 'gloom', 'voltorb']",0.0,291.0,80.0,40.0,43.0,43.0,40.0,45.0,0,0.0,0.0,10.04,3.67,82,10,8,0,lapras,44
957,"['nidoqueen', 'lickitung', 'kadabra', 'omastar', 'horsea', 'koffing']",0.0,280.0,76.0,39.0,42.0,43.0,40.0,40.0,0,0.0,0.0,11.97,4.07,91,3,6,0,lapras,55
798,"['persian', 'exeggutor', 'ivysaur', 'machop', 'hitmonchan', 'bulbasaur']",0.0,283.0,75.0,45.0,41.0,43.0,40.0,39.0,0,0.0,0.0,13.88,7.08,67,14,19,0,lapras,28
958,"['growlithe', 'golem', 'magneton', 'hitmonchan', 'persian', 'pidgey']",0.0,292.0,78.0,42.0,43.0,46.0,41.0,42.0,0,0.0,0.0,13.44,5.05,52,7,41,0,lapras,37
541,"['tentacool', 'staryu', 'hitmonlee', 'bulbasaur', 'omanyte', 'ekans']",0.0,286.0,78.0,42.0,43.0,42.0,41.0,40.0,0,0.0,0.0,11.69,4.13,100,0,0,0,slowbro,43
960,"['machop', 'poliwhirl', 'omanyte', 'omanyte', 'golem', 'doduo']",0.0,282.0,76.0,42.0,41.0,41.0,40.0,42.0,0,0.0,0.0,11.49,4.33,89,4,7,0,lapras,42
961,"['magnemite', 'nidorino', 'nidorina', 'exeggutor', 'golem', 'doduo']",0.0,276.0,78.0,38.0,42.0,39.0,39.0,40.0,0,0.0,0.0,15.26,6.93,67,5,28,0,lapras,36
963,"['growlithe', 'dratini', 'horsea', 'pinsir', 'weedle', 'raticate']",0.0,284.0,77.0,41.0,40.0,40.0,44.0,42.0,0,0.0,0.0,10.41,3.57,94,3,3,0,slowbro,31
965,"['kabutops', 'butterfree', 'blastoise', 'voltorb', 'hitmonchan', 'paras']",0.0,284.0,77.0,43.0,41.0,39.0,43.0,41.0,0,0.0,0.0,19.24,4.92,19,6,74,1,gengar,36
966,"['tangela', 'weepinbell', 'moltres', 'weezing', 'golem', 'golbat']",0.0,283.0,77.0,42.0,40.0,40.0,42.0,42.0,0,0.0,0.0,12.76,5.96,87,0,13,0,lapras,42
869,"['weedle', 'gyarados', 'horsea', 'metapod', 'gyarados', 'venusaur']",0.0,293.0,78.0,44.0,43.0,43.0,43.0,42.0,0,0.0,0.0,18.16,5.83,27,5,68,0,gengar,32
867,"['poliwag', 'ponyta', 'raichu', 'golduck', 'dragonite', 'poliwag']",0.0,277.0,79.0,42.0,39.0,37.0,40.0,40.0,0,0.0,0.0,12.93,4.03,90,6,4,0,jynx,37
734,"['kakuna', 'graveler', 'gloom', 'victreebel', 'arbok', 'articuno']",0.0,284.0,78.0,43.0,41.0,40.0,40.0,42.0,0,0.0,0.0,13.26,6.5,77,2,21,0,lapras,60
766,"['victreebel', 'nidoran-f', 'squirtle', 'wartortle', 'psyduck', 'kabuto']",0.0,287.0,76.0,44.0,43.0,39.0,43.0,42.0,0,0.0,0.0,10.85,2.59,99,1,0,0,lapras,40
779,"['hypno', 'nidoran-f', 'kingler', 'butterfree', 'butterfree', 'moltres']",0.0,288.0,77.0,44.0,43.0,41.0,41.0,42.0,0,0.0,0.0,12.76,3.71,96,3,1,0,lapras,70
770,"['electabuzz', 'pidgey', 'kabutops', 'kabutops', 'dewgong', 'magmar']",0.0,293.0,79.0,42.0,43.0,42.0,41.0,46.0,0,0.0,0.0,20.09,6.01,20,36,44,0,gengar,21
782,"['snorlax', 'kadabra', 'golduck', 'rhyhorn', 'meowth', 'staryu']",0.0,291.0,78.0,46.0,43.0,41.0,42.0,41.0,0,0.0,0.0,22.08,10.59,59,13,28,0,lapras,27
771,"['slowpoke', 'flareon', 'dugtrio', 'blastoise', 'ponyta', 'diglett']",0.0,287.0,78.0,43.0,41.0,42.0,42.0,41.0,0,0.0,0.0,12.98,4.05,90,0,10,0,slowbro,32
772,"['ditto', 'butterfree', 'paras', 'venomoth', 'psyduck', 'nidoran-f']",0.0,291.0,78.0,41.0,45.0,42.0,41.0,44.0,0,0.0,0.0,15.12,5.85,100,0,0,0,cloyster,52
773,"['ivysaur', 'bellsprout', 'seadra', 'seel', 'farfetchd', 'weezing']",0.0,289.0,77.0,42.0,45.0,42.0,41.0,42.0,0,0.0,0.0,14.6,5.51,97,3,0,0,slowbro,39
774,"['nidorina', 'charmander', 'hitmonlee', 'ivysaur', 'hitmonchan', 'seadra']",0.0,279.0,75.0,41.0,42.0,41.0,39.0,41.0,0,0.0,0.0,10.72,3.48,92,1,7,0,lapras,38
775,"['shellder', 'cubone', 'dugtrio', 'abra', 'omanyte', 'tentacruel']",0.0,279.0,82.0,40.0,38.0,38.0,39.0,42.0,0,0.0,0.0,12.7,3.59,99,1,0,0,slowbro,43
776,"['articuno', 'geodude', 'poliwag', 'beedrill', 'magneton', 'venonat']",0.0,292.0,78.0,42.0,44.0,44.0,43.0,41.0,0,0.0,0.0,12.96,4.24,90,0,10,0,jynx,40
777,"['magnemite', 'exeggcute', 'goldeen', 'rhyhorn', 'rhyhorn', 'eevee']",0.0,291.0,77.0,42.0,44.0,41.0,44.0,43.0,0,0.0,0.0,10.48,3.79,93,5,2,0,cloyster,35
778,"['magikarp', 'dodrio', 'machoke', 'nidoran-f', 'omanyte', 'paras']",0.0,287.0,76.0,41.0,42.0,41.0,44.0,43.0,0,0.0,0.0,8.82,2.34,99,1,0,0,slowbro,61
761,"['electrode', 'shellder', 'starmie', 'pikachu', 'gastly', 'raichu']",0.0,291.0,78.0,45.0,43.0,41.0,42.0,42.0,0,0.0,0.0,13.76,4.98,85,3,12,0,jynx,39
781,"['grimer', 'gastly', 'kangaskhan', 'charmander', 'electrode', 'jolteon']",0.0,282.0,77.0,41.0,43.0,41.0,41.0,39.0,0,0.0,0.0,20.4,7.08,29,13,58,0,gengar,41
783,"['shellder', 'poliwrath', 'jigglypuff', 'lapras', 'machoke', 'pinsir']",0.0,289.0,76.0,43.0,44.0,41.0,44.0,41.0,0,0.0,0.0,25.68,5.79,14,6,80,0,gengar,55
792,"['tentacruel', 'ninetales', 'kakuna', 'porygon', 'spearow', 'nidorina']",0.0,289.0,77.0,42.0,41.0,44.0,41.0,44.0,0,0.0,0.0,11.66,3.37,100,0,0,0,cloyster,41
794,"['porygon', 'kabuto', 'weepinbell', 'paras', 'vulpix', 'abra']",0.0,286.0,77.0,43.0,42.0,40.0,42.0,42.0,0,0.0,0.0,9.13,2.33,99,1,0,0,draw,54
785,"['cloyster', 'rhyhorn', 'spearow', 'rhydon', 'bulbasaur', 'gloom']",0.0,284.0,78.0,41.0,44.0,42.0,40.0,39.0,0,0.0,0.0,13.2,4.54,91,1,8,0,jynx,59
764,"['tangela', 'jigglypuff', 'weedle', 'machoke', 'bulbasaur', 'koffing']",0.0,291.0,78.0,44.0,42.0,42.0,42.0,43.0,0,0.0,0.0,8.7,3.06,100,0,0,0,slowbro,50
763,"['hitmonchan', 'slowbro', 'kabutops', 'magneton', 'kakuna', 'chansey']",0.0,271.0,76.0,39.0,42.0,38.0,39.0,37.0,0,0.0,0.0,24.3,7.88,51,9,40,0,lapras,38
786,"['hypno', 'marowak', 'squirtle', 'sandslash', 'articuno', 'ninetales']",0.0,275.0,75.0,40.0,40.0,40.0,41.0,39.0,0,0.0,0.0,12.56,4.13,95,1,4,0,draw,65
787,"['rattata', 'seel', 'dratini', 'dragonair', 'kabuto', 'growlithe']",0.0,284.0,78.0,40.0,41.0,43.0,42.0,40.0,0,0.0,0.0,12.63,5.07,100,0,0,0,slowbro,42
788,"['kingler', 'poliwhirl', 'poliwag', 'seel', 'lapras', 'tauros']",0.0,289.0,80.0,43.0,42.0,41.0,40.0,43.0,0,0.0,0.0,25.09,6.73,25,19,56,0,gengar,41
789,"['arcanine', 'bulbasaur', 'kangaskhan', 'shellder', 'venomoth', 'shellder']",0.0,279.0,75.0,41.0,40.0,43.0,40.0,40.0,0,0.0,0.0,11.39,3.89,85,4,11,0,slowbro,32
790,"['scyther', 'snorlax', 'onix', 'venusaur', 'nidoking', 'onix']",0.0,285.0,78.0,41.0,41.0,44.0,41.0,40.0,0,0.0,0.0,26.66,10.06,30,21,49,0,gengar,49
791,"['beedrill', 'nidorino', 'rattata', 'paras', 'pidgeot', 'lapras']",0.0,293.0,79.0,42.0,43.0,42.0,43.0,44.0,0,0.0,0.0,17.65,7.01,61,22,16,1,jynx,35
765,"['doduo', 'snorlax', 'bellsprout', 'sandshrew', 'hypno', 'ditto']",0.0,286.0,77.0,41.0,42.0,41.0,43.0,42.0,0,0.0,0.0,23.9,10.41,46,40,14,0,lapras,26
741,"['dodrio', 'diglett', 'machamp', 'vaporeon', 'omanyte', 'metapod']",0.0,290.0,77.0,43.0,45.0,42.0,42.0,41.0,0,0.0,0.0,12.9,3.52,98,1,1,0,slowbro,41
959,"['tentacool', 'diglett', 'tentacruel', 'electrode', 'rattata', 'lickitung']",0.0,281.0,77.0,42.0,42.0,40.0,39.0,41.0,0,0.0,0.0,12.3,4.31,96,3,1,0,slowbro,28
747,"['raticate', 'zapdos', 'clefairy', 'ivysaur', 'magneton', 'bulbasaur']",0.0,277.0,76.0,39.0,41.0,39.0,41.0,41.0,0,0.0,0.0,18.43,7.45,31,31,38,0,lapras,25
744,"['raticate', 'kangaskhan', 'nidoqueen', 'dugtrio', 'kabuto', 'ditto']",0.0,288.0,79.0,41.0,43.0,42.0,40.0,43.0,0,0.0,0.0,14.72,5.57,71,7,22,0,lapras,33
784,"['pidgeotto', 'vulpix', 'mewtwo', 'scyther', 'clefairy', 'pidgey']",0.0,279.0,80.0,42.0,39.0,38.0,39.0,41.0,0,0.0,0.0,10.24,3.85,92,4,4,0,lapras,46
735,"['pidgeot', 'clefairy', 'psyduck', 'kakuna', 'charizard', 'hypno']",0.0,278.0,76.0,39.0,42.0,44.0,38.0,39.0,0,0.0,0.0,15.0,5.33,96,4,0,0,jynx,38
736,"['jolteon', 'clefairy', 'weedle', 'ponyta', 'nidorina', 'dragonite']",0.0,280.0,78.0,39.0,41.0,42.0,39.0,41.0,0,0.0,0.0,12.09,4.63,96,4,0,0,jynx,43
737,"['magneton', 'mankey', 'jolteon', 'pidgeotto', 'tauros', 'spearow']",0.0,285.0,77.0,39.0,43.0,45.0,40.0,41.0,0,0.0,0.0,11.54,3.36,74,25,1,0,lapras,58
738,"['wigglytuff', 'abra', 'caterpie', 'machamp', 'ditto', 'psyduck']",0.0,284.0,76.0,41.0,41.0,42.0,43.0,41.0,0,0.0,0.0,13.58,3.81,100,0,0,0,jynx,39
739,"['goldeen', 'growlithe', 'meowth', 'zapdos', 'voltorb', 'mankey']",0.0,286.0,77.0,44.0,41.0,41.0,42.0,41.0,0,0.0,0.0,12.83,5.46,45,25,29,1,lapras,38
740,"['cloyster', 'dugtrio', 'pidgeotto', 'dragonite', 'venonat', 'tentacool']",0.0,286.0,78.0,42.0,43.0,41.0,42.0,40.0,0,0.0,0.0,14.92,4.96,85,11,4,0,jynx,40
743,"['farfetchd', 'machoke', 'ninetales', 'primeape', 'grimer', 'pinsir']",0.0,282.0,79.0,39.0,41.0,40.0,41.0,42.0,0,0.0,0.0,14.44,6.61,62,11,27,0,lapras,47
749,"['blastoise', 'jolteon', 'rhyhorn', 'gyarados', 'ninetales', 'muk']",0.0,273.0,77.0,38.0,40.0,41.0,39.0,38.0,0,0.0,0.0,20.82,6.37,26,3,71,0,gengar,35
136,"['onix', 'nidorino', 'farfetchd', 'nidorina', 'vaporeon', 'machop']",0.0,284.0,76.0,41.0,42.0,42.0,40.0,43.0,0,0.0,0.0,12.76,4.22,100,0,0,0,slowbro,50
808,"['wigglytuff', 'weedle', 'poliwag', 'weepinbell', 'rapidash', 'farfetchd']",0.0,283.0,76.0,43.0,41.0,43.0,40.0,40.0,0,0.0,0.0,11.51,3.37,100,0,0,0,cloyster,45
840,"['kadabra', 'electrode', 'magneton', 'rhyhorn', 'flareon', 'caterpie']",0.0,285.0,79.0,40.0,42.0,41.0,41.0,42.0,0,0.0,0.0,11.91,4.89,76,10,14,0,lapras,59
757,"['wigglytuff', 'sandslash', 'cubone', 'poliwag', 'geodude', 'seaking']",0.0,274.0,74.0,42.0,41.0,39.0,39.0,39.0,0,0.0,0.0,13.6,7.13,92,2,6,0,slowbro,41
895,"['oddish', 'seadra', 'pikachu', 'zubat', 'oddish', 'golem']",0.0,284.0,77.0,42.0,41.0,41.0,41.0,42.0,0,0.0,0.0,10.93,4.78,86,6,8,0,lapras,54
812,"['drowzee', 'poliwrath', 'dragonite', 'beedrill', 'rattata', 'mankey']",0.0,291.0,77.0,45.0,43.0,41.0,43.0,42.0,0,0.0,0.0,14.43,6.64,71,10,19,0,lapras,42
845,"['muk', 'machoke', 'snorlax', 'weedle', 'exeggutor', 'nidoqueen']",0.0,290.0,77.0,42.0,45.0,42.0,42.0,42.0,0,0.0,0.0,32.22,9.84,22,9,69,0,gengar,65
796,"['weepinbell', 'dewgong', 'vileplume', 'raticate', 'weepinbell', 'mankey']",0.0,277.0,75.0,40.0,39.0,41.0,41.0,41.0,0,0.0,0.0,20.13,8.32,69,23,8,0,lapras,34
750,"['mankey', 'dodrio', 'seel', 'charmander', 'dodrio', 'squirtle']",0.0,272.0,75.0,39.0,40.0,38.0,41.0,39.0,0,0.0,0.0,11.4,5.14,96,3,1,0,slowbro,43
751,"['weepinbell', 'weezing', 'machoke', 'nidoking', 'seadra', 'gastly']",0.0,269.0,76.0,38.0,41.0,40.0,38.0,36.0,0,0.0,0.0,15.11,6.53,59,1,40,0,lapras,45
753,"['psyduck', 'staryu', 'ninetales', 'mew', 'staryu', 'venusaur']",0.0,287.0,77.0,43.0,44.0,41.0,41.0,41.0,0,0.0,0.0,22.05,8.27,89,5,6,0,jynx,33
754,"['jynx', 'ivysaur', 'seaking', 'parasect', 'tentacool', 'tauros']",0.0,292.0,79.0,43.0,44.0,43.0,42.0,41.0,0,0.0,0.0,13.44,5.4,76,17,7,0,slowbro,38
755,"['gloom', 'pinsir', 'lapras', 'magikarp', 'magneton', 'ivysaur']",0.0,281.0,76.0,41.0,42.0,39.0,41.0,42.0,0,0.0,0.0,21.7,5.27,8,13,79,0,gengar,42
756,"['kingler', 'gastly', 'golduck', 'porygon', 'tentacruel', 'metapod']",0.0,281.0,77.0,40.0,43.0,42.0,40.0,39.0,0,0.0,0.0,13.73,4.73,69,8,23,0,lapras,36
758,"['rattata', 'doduo', 'mr-mime', 'metapod', 'raticate', 'pinsir']",0.0,285.0,76.0,43.0,43.0,40.0,40.0,43.0,0,0.0,0.0,11.11,3.64,98,1,1,0,slowbro,41
839,"['hitmonchan', 'arbok', 'dragonair', 'venomoth', 'ponyta', 'golem']",0.0,271.0,75.0,38.0,40.0,41.0,38.0,39.0,0,0.0,0.0,11.78,5.81,76,5,19,0,lapras,58
759,"['charmeleon', 'omastar', 'persian', 'machoke', 'mewtwo', 'krabby']",0.0,277.0,75.0,40.0,40.0,42.0,40.0,40.0,0,0.0,0.0,16.64,5.76,55,13,30,2,lapras,44
760,"['pikachu', 'weedle', 'poliwrath', 'dragonite', 'poliwhirl', 'rapidash']",0.0,284.0,81.0,41.0,39.0,40.0,41.0,42.0,0,0.0,0.0,14.86,5.78,76,8,16,0,lapras,51
799,"['bulbasaur', 'rattata', 'snorlax', 'weepinbell', 'bellsprout', 'bulbasaur']",0.0,281.0,77.0,42.0,41.0,40.0,40.0,41.0,0,0.0,0.0,15.91,7.5,69,25,6,0,jynx,29
844,"['geodude', 'mankey', 'raichu', 'electabuzz', 'victreebel', 'omastar']",0.0,289.0,78.0,41.0,43.0,43.0,42.0,42.0,0,0.0,0.0,13.2,5.21,60,17,23,0,lapras,52
866,"['nidoran-m', 'drowzee', 'kadabra', 'ponyta', 'hypno', 'nidoran-m']",0.0,280.0,76.0,41.0,40.0,41.0,40.0,42.0,0,0.0,0.0,9.29,2.91,100,0,0,0,cloyster,44
800,"['magikarp', 'bulbasaur', 'lapras', 'exeggutor', 'graveler', 'exeggutor']",0.0,279.0,77.0,41.0,40.0,39.0,41.0,41.0,0,0.0,0.0,27.95,7.57,15,7,78,0,gengar,61
835,"['squirtle', 'lickitung', 'seaking', 'omanyte', 'mewtwo', 'snorlax']",0.0,276.0,75.0,42.0,40.0,38.0,40.0,41.0,0,0.0,0.0,23.53,7.88,42,10,47,1,lapras,38
836,"['slowpoke', 'venonat', 'jynx', 'sandshrew', 'raichu', 'snorlax']",0.0,281.0,77.0,40.0,40.0,42.0,42.0,40.0,0,0.0,0.0,23.87,11.36,58,22,20,0,lapras,39
837,"['omanyte', 'paras', 'poliwag', 'kingler', 'ditto', 'jigglypuff']",0.0,290.0,79.0,39.0,42.0,43.0,44.0,43.0,0,0.0,0.0,14.71,3.93,98,2,0,0,jynx,45
841,"['machoke', 'snorlax', 'ninetales', 'doduo', 'raticate', 'kadabra']",0.0,279.0,77.0,42.0,42.0,39.0,40.0,39.0,0,0.0,0.0,20.26,8.51,48,33,19,0,lapras,25
846,"['slowpoke', 'pidgeot', 'exeggcute', 'seel', 'kadabra', 'wigglytuff']",0.0,282.0,78.0,39.0,43.0,43.0,40.0,39.0,0,0.0,0.0,17.27,5.35,100,0,0,0,slowbro,41
807,"['vulpix', 'scyther', 'rhyhorn', 'golem', 'slowbro', 'meowth']",0.0,282.0,77.0,40.0,41.0,40.0,42.0,42.0,0,0.0,0.0,18.2,6.38,74,3,23,0,jynx,51
859,"['dragonair', 'weepinbell', 'ivysaur', 'jigglypuff', 'wartortle', 'onix']",0.0,282.0,77.0,40.0,42.0,43.0,40.0,40.0,0,0.0,0.0,9.07,2.83,100,0,0,0,slowbro,55
843,"['gyarados', 'seadra', 'nidorino', 'voltorb', 'snorlax', 'venusaur']",0.0,278.0,78.0,40.0,41.0,41.0,39.0,39.0,0,0.0,0.0,23.66,7.4,12,10,78,0,gengar,53
847,"['articuno', 'grimer', 'voltorb', 'blastoise', 'caterpie', 'mew']",0.0,276.0,73.0,39.0,41.0,44.0,40.0,39.0,0,0.0,0.0,18.51,5.88,73,2,25,0,lapras,48
811,"['machoke', 'blastoise', 'horsea', 'rapidash', 'cubone', 'fearow']",0.0,285.0,77.0,42.0,42.0,41.0,42.0,41.0,0,0.0,0.0,11.76,3.85,83,6,11,0,lapras,52
813,"['pikachu', 'golbat', 'ninetales', 'jynx', 'metapod', 'scyther']",0.0,285.0,79.0,39.0,43.0,45.0,39.0,40.0,0,0.0,0.0,11.5,5.39,86,14,0,0,slowbro,47
