name,level,move,type,power,accuracy,pp,category,effect,effect_prob,gen,stat_change,amount_changed
victreebel,15,poison-powder,poison,0,75,35,status,Poisons the target.,100,1,N/A,0
tentacruel,1,wrap,normal,15,85,20,physical,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
tentacruel,1,supersonic,normal,0,55,20,status,Confuses the target.,100,1,N/A,0
tentacruel,1,acid,poison,40,100,30,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
tentacruel,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
tentacruel,18,poison-sting,poison,15,100,35,physical,Has a 30% chance to poison the target.,30,1,N/A,0
tentacruel,22,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
tentacruel,27,constrict,normal,10,100,35,physical,Has a 10% chance to lower the target's Speed by one stage.,10,1,speed,-1
tentacruel,35,barrier,psychic,0,_,30,status,Raises the user's Defense by two stages.,100,1,defense,2
tentacruel,43,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
tentacruel,50,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
graveler,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
graveler,1,defense-curl,normal,0,_,40,status,Raises user's Defense by one stage.,100,1,defense,1
graveler,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
graveler,16,rock-throw,rock,50,65,15,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
graveler,21,self-destruct,normal,130,100,5,physical,User faints.,100,1,N/A,0
graveler,29,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
graveler,36,earthquake,ground,100,100,10,physical,Inflicts regular damage and can hit Dig users.,100,1,N/A,0
graveler,43,explosion,normal,170,100,5,physical,User faints.,100,1,N/A,0
golem,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
golem,1,defense-curl,normal,0,_,40,status,Raises user's Defense by one stage.,100,1,defense,1
golem,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
golem,16,rock-throw,rock,50,65,15,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
golem,21,self-destruct,normal,130,100,5,physical,User faints.,100,1,N/A,0
golem,29,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
golem,36,earthquake,ground,100,100,10,physical,Inflicts regular damage and can hit Dig users.,100,1,N/A,0
golem,43,explosion,normal,170,100,5,physical,User faints.,100,1,N/A,0
rapidash,1,stomp,normal,65,100,20,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
rapidash,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
rapidash,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
rapidash,1,ember,fire,40,100,25,special,Has a 10% chance to burn the target.,10,1,N/A,0
rapidash,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
rapidash,39,fire-spin,fire,15,70,15,special,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
rapidash,47,take-down,normal,90,85,20,physical,User receives 1/4 the damage it inflicts in recoil.,100,1,N/A,0
rapidash,55,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
slowbro,1,headbutt,normal,70,100,15,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
slowbro,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
slowbro,1,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
slowbro,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
slowbro,27,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
slowbro,33,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
slowbro,37,withdraw,water,0,_,40,status,Raises the user's Defense by one stage.,100,1,defense,1
slowbro,44,amnesia,psychic,0,_,20,status,Raises the user's Special Defense by two stages.,100,1,sp_defense,2
slowbro,55,psychic,psychic,90,100,10,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
magneton,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
magneton,1,sonic-boom,normal,0,90,20,special,Inflicts 20 points of damage.,100,1,N/A,0
magneton,1,thunder-shock,electric,40,100,30,special,Has a 10% chance to paralyze the target.,10,1,N/A,0
magneton,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
magneton,29,supersonic,normal,0,55,20,status,Confuses the target.,100,1,N/A,0
magneton,38,thunder-wave,electric,0,100,20,status,Paralyzes the target.,100,1,N/A,0
magneton,46,swift,normal,60,_,20,special,Never misses.,100,1,N/A,0
magneton,54,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
dodrio,1,fury-attack,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
dodrio,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
dodrio,1,peck,flying,35,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
dodrio,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
dodrio,30,drill-peck,flying,80,100,20,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
dodrio,39,rage,normal,20,100,20,physical,"If the user is hit after using this move, its Attack rises by one stage.",100,1,N/A,0
dodrio,45,tri-attack,normal,80,100,10,special,"Has a 20% chance to burn, freeze, or paralyze the target.",20,1,N/A,0
dodrio,51,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
dewgong,1,headbutt,normal,70,100,15,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
dewgong,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
dewgong,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
dewgong,1,aurora-beam,ice,65,100,20,special,Has a 10% chance to lower the target's Attack by one stage.,10,1,attack,-1
dewgong,44,rest,psychic,0,_,5,status,"User sleeps for two turns, completely healing itself.",100,1,N/A,0
dewgong,50,take-down,normal,90,85,20,physical,User receives 1/4 the damage it inflicts in recoil.,100,1,N/A,0
dewgong,56,ice-beam,ice,95,100,10,special,Has a 10% chance to freeze the target.,10,1,N/A,0
muk,1,pound,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
muk,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
muk,1,poison-gas,poison,0,55,40,status,Poisons the target.,100,1,N/A,0
muk,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
muk,33,minimize,normal,0,_,20,status,Raises the user's evasion by two stages.,100,1,evasion,2
muk,37,sludge,poison,65,100,20,special,Has a 30% chance to poison the target.,30,1,N/A,0
muk,45,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
muk,53,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
muk,60,acid-armor,poison,0,_,40,status,Raises the user's Defense by two stages.,100,1,defense,2
cloyster,1,supersonic,normal,0,55,20,status,Confuses the target.,100,1,N/A,0
cloyster,1,aurora-beam,ice,65,100,20,special,Has a 10% chance to lower the target's Attack by one stage.,10,1,attack,-1
cloyster,1,withdraw,water,0,_,40,status,Raises the user's Defense by one stage.,100,1,defense,1
cloyster,1,clamp,water,35,75,10,physical,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
cloyster,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
cloyster,50,spike-cannon,normal,20,100,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
haunter,1,night-shade,ghost,0,100,15,special,Inflicts damage equal to the user's level.,100,1,N/A,0
haunter,1,confuse-ray,ghost,0,100,10,status,Confuses the target.,100,1,N/A,0
haunter,1,lick,ghost,20,100,30,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
haunter,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
haunter,29,hypnosis,psychic,0,60,20,status,Puts the target to sleep.,100,1,N/A,0
haunter,38,dream-eater,psychic,100,100,15,special,Only works on sleeping Pokémon.  Drains half the damage inflicted to heal the user.,100,1,N/A,0
gengar,1,night-shade,ghost,0,100,15,special,Inflicts damage equal to the user's level.,100,1,N/A,0
gengar,1,confuse-ray,ghost,0,100,10,status,Confuses the target.,100,1,N/A,0
gengar,1,lick,ghost,20,100,30,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
gengar,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
gengar,29,hypnosis,psychic,0,60,20,status,Puts the target to sleep.,100,1,N/A,0
gengar,38,dream-eater,psychic,100,100,15,special,Only works on sleeping Pokémon.  Drains half the damage inflicted to heal the user.,100,1,N/A,0
hypno,1,pound,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
hypno,1,disable,normal,0,55,20,status,Disables the target's last used move for 1-8 turns.,100,1,N/A,0
hypno,1,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
hypno,1,hypnosis,psychic,0,60,20,status,Puts the target to sleep.,100,1,N/A,0
hypno,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
hypno,24,headbutt,normal,70,100,15,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
hypno,33,poison-gas,poison,0,55,40,status,Poisons the target.,100,1,N/A,0
hypno,37,psychic,psychic,90,100,10,special,Has a 10% chance to lower the target's Special Defense by one stage.,10,1,sp_defense,-1
hypno,43,meditate,psychic,0,_,40,status,Raises the user's Attack by one stage.,100,1,attack,1
kingler,1,vice-grip,normal,55,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
kingler,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
kingler,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
kingler,1,bubble,water,20,100,30,special,Has a 10% chance to lower the target's Speed by one stage.,10,1,speed,-1
kingler,25,guillotine,normal,0,30,5,physical,Causes a one-hit KO.,100,1,N/A,0
kingler,34,stomp,normal,65,100,20,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
kingler,42,crabhammer,water,100,85,10,physical,Has an increased chance for a critical hit.,100,1,N/A,0
kingler,49,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
electrode,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
electrode,1,sonic-boom,normal,0,90,20,special,Inflicts 20 points of damage.,100,1,N/A,0
electrode,1,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
electrode,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
electrode,22,self-destruct,normal,130,100,5,physical,User faints.,100,1,N/A,0
electrode,29,light-screen,psychic,0,_,30,status,Reduces damage from special attacks by 50% for five turns.,100,1,N/A,0
electrode,40,swift,normal,60,_,20,special,Never misses.,100,1,N/A,0
electrode,50,explosion,normal,170,100,5,physical,User faints.,100,1,N/A,0
exeggutor,1,hypnosis,psychic,0,60,20,status,Puts the target to sleep.,100,1,N/A,0
exeggutor,1,barrage,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
exeggutor,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
exeggutor,28,stomp,normal,65,100,20,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
marowak,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
marowak,1,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
marowak,1,bone-club,ground,65,85,20,physical,Has a 10% chance to make the target flinch.,10,1,N/A,0
marowak,1,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
marowak,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
marowak,41,thrash,normal,90,100,20,physical,"Hits every turn for 2-3 turns, then confuses the user.",100,1,N/A,0
marowak,48,bonemerang,ground,50,90,10,physical,Hits twice in one turn.,100,1,N/A,0
marowak,55,rage,normal,20,100,20,physical,"If the user is hit after using this move, its Attack rises by one stage.",100,1,N/A,0
hitmonlee,1,double-kick,fighting,30,100,30,physical,Hits twice in one turn.,100,1,N/A,0
hitmonlee,1,meditate,psychic,0,_,40,status,Raises the user's Attack by one stage.,100,1,attack,1
hitmonlee,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
hitmonlee,33,rolling-kick,fighting,60,85,15,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
hitmonlee,38,jump-kick,fighting,70,95,10,physical,"If the user misses, it takes half the damage it would have inflicted in recoil.",100,1,N/A,0
hitmonlee,43,focus-energy,normal,0,_,30,status,Increases the user's chance to score a critical hit.,100,1,N/A,0
hitmonlee,48,high-jump-kick,fighting,85,90,10,physical,"If the user misses, it takes half the damage it would have inflicted in recoil.",100,1,N/A,0
hitmonlee,53,mega-kick,normal,120,75,5,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
hitmonchan,1,comet-punch,normal,18,85,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
hitmonchan,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
hitmonchan,1,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
hitmonchan,33,fire-punch,fire,75,100,15,physical,Has a 10% chance to burn the target.,10,1,N/A,0
hitmonchan,38,ice-punch,ice,75,100,15,physical,Has a 10% chance to freeze the target.,10,1,N/A,0
hitmonchan,43,thunder-punch,electric,75,100,15,physical,Has a 10% chance to paralyze the target.,10,1,N/A,0
hitmonchan,48,mega-punch,normal,80,85,20,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
hitmonchan,53,counter,fighting,0,100,20,physical,Inflicts twice the damage the user received from the last physical hit it took.,100,1,N/A,0
weezing,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
weezing,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
weezing,1,sludge,poison,65,100,20,special,Has a 30% chance to poison the target.,30,1,N/A,0
weezing,1,smog,poison,20,70,20,special,Has a 40% chance to poison the target.,40,1,N/A,0
weezing,39,smokescreen,normal,0,100,20,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
weezing,43,self-destruct,normal,130,100,5,physical,User faints.,100,1,N/A,0
weezing,49,haze,ice,0,_,30,status,"Resets all Pokémon's stats, accuracy, and evasion.",100,1,N/A,0
weezing,53,explosion,normal,170,100,5,physical,User faints.,100,1,N/A,0
rhydon,1,stomp,normal,65,100,20,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
rhydon,1,horn-attack,normal,65,100,25,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
rhydon,1,fury-attack,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
rhydon,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
rhydon,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
rhydon,48,horn-drill,normal,0,30,5,physical,Causes a one-hit KO.,100,1,N/A,0
rhydon,55,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
rhydon,64,take-down,normal,90,85,20,physical,User receives 1/4 the damage it inflicts in recoil.,100,1,N/A,0
chansey,1,pound,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
chansey,1,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
chansey,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
chansey,24,sing,normal,0,55,15,status,Puts the target to sleep.,100,1,N/A,0
chansey,30,growl,normal,0,100,40,status,Lowers the target's Attack by one stage.,100,1,attack,-1
chansey,38,minimize,normal,0,_,20,status,Raises the user's evasion by two stages.,100,1,evasion,2
chansey,44,defense-curl,normal,0,_,40,status,Raises user's Defense by one stage.,100,1,defense,1
chansey,48,light-screen,psychic,0,_,30,status,Reduces damage from special attacks by 50% for five turns.,100,1,N/A,0
chansey,54,double-edge,normal,100,100,15,physical,User receives 1/3 the damage inflicted in recoil.,100,1,N/A,0
seadra,1,bubble,water,20,100,30,special,Has a 10% chance to lower the target's Speed by one stage.,10,1,speed,-1
seadra,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
seadra,1,smokescreen,normal,0,100,20,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
seadra,24,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
seadra,30,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
seadra,41,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
seadra,52,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
seaking,1,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
seaking,1,supersonic,normal,0,55,20,status,Confuses the target.,100,1,N/A,0
seaking,1,peck,flying,35,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
seaking,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
seaking,24,horn-attack,normal,65,100,25,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
seaking,30,fury-attack,normal,15,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
seaking,39,waterfall,water,80,100,15,physical,Has a 20% chance to make the target flinch.,20,1,N/A,0
seaking,48,horn-drill,normal,0,30,5,physical,Causes a one-hit KO.,100,1,N/A,0
seaking,54,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
starmie,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
starmie,1,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
starmie,1,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
starmie,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
mr-mime,1,confusion,psychic,50,100,25,special,Has a 10% chance to confuse the target.,10,1,N/A,0
mr-mime,1,barrier,psychic,0,_,30,status,Raises the user's Defense by two stages.,100,1,defense,2
mr-mime,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
mr-mime,23,light-screen,psychic,0,_,30,status,Reduces damage from special attacks by 50% for five turns.,100,1,N/A,0
mr-mime,31,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
mr-mime,39,meditate,psychic,0,_,40,status,Raises the user's Attack by one stage.,100,1,attack,1
mr-mime,47,substitute,normal,0,_,10,status,"Transfers 1/4 of the user's max HP into a doll, protecting the user from further damage or status changes until it breaks.",100,1,N/A,0
jynx,1,pound,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
jynx,1,lovely-kiss,normal,0,75,10,status,Puts the target to sleep.,100,1,N/A,0
jynx,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
jynx,18,lick,ghost,20,100,30,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
jynx,23,double-slap,normal,15,85,10,physical,Hits 2-5 times in one turn.,100,1,N/A,0
jynx,31,ice-punch,ice,75,100,15,physical,Has a 10% chance to freeze the target.,10,1,N/A,0
jynx,39,body-slam,normal,85,100,15,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
jynx,47,thrash,normal,90,100,20,physical,"Hits every turn for 2-3 turns, then confuses the user.",100,1,N/A,0
jynx,58,blizzard,ice,110,90,5,special,Has a 10% chance to freeze the target.,10,1,N/A,0
electabuzz,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
electabuzz,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
electabuzz,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
electabuzz,34,thunder-shock,electric,40,100,30,special,Has a 10% chance to paralyze the target.,10,1,N/A,0
electabuzz,37,screech,normal,0,85,40,status,Lowers the target's Defense by two stages.,100,1,defense,-2
electabuzz,42,thunder-punch,electric,75,100,15,physical,Has a 10% chance to paralyze the target.,10,1,N/A,0
electabuzz,49,light-screen,psychic,0,_,30,status,Reduces damage from special attacks by 50% for five turns.,100,1,N/A,0
electabuzz,54,thunder,electric,110,70,10,special,Has a 30% chance to paralyze the target.,30,1,N/A,0
magmar,1,ember,fire,40,100,25,special,Has a 10% chance to burn the target.,10,1,N/A,0
magmar,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
magmar,36,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
magmar,39,confuse-ray,ghost,0,100,10,status,Confuses the target.,100,1,N/A,0
magmar,43,fire-punch,fire,75,100,15,physical,Has a 10% chance to burn the target.,10,1,N/A,0
magmar,48,smokescreen,normal,0,100,20,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
magmar,52,smog,poison,20,70,20,special,Has a 40% chance to poison the target.,40,1,N/A,0
magmar,55,flamethrower,fire,95,100,15,special,Has a 10% chance to burn the target.,10,1,N/A,0
gyarados,1,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
gyarados,1,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
gyarados,1,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
gyarados,1,dragon-rage,dragon,0,100,10,special,Inflicts 40 points of damage.,100,1,N/A,0
gyarados,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
gyarados,52,hyper-beam,normal,150,90,5,special,User foregoes its next turn to recharge.,100,1,N/A,0
vaporeon,1,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
vaporeon,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
vaporeon,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
vaporeon,1,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
vaporeon,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
vaporeon,37,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
vaporeon,40,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
vaporeon,42,acid-armor,poison,0,_,40,status,Raises the user's Defense by two stages.,100,1,defense,2
vaporeon,44,haze,ice,0,_,30,status,"Resets all Pokémon's stats, accuracy, and evasion.",100,1,N/A,0
vaporeon,48,mist,ice,0,_,30,status,Protects the user's stats from being changed by enemy moves.,100,1,N/A,0
vaporeon,54,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
jolteon,1,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
jolteon,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
jolteon,1,thunder-shock,electric,40,100,30,special,Has a 10% chance to paralyze the target.,10,1,N/A,0
jolteon,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
jolteon,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
jolteon,37,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
jolteon,40,thunder-wave,electric,0,100,20,status,Paralyzes the target.,100,1,N/A,0
jolteon,42,double-kick,fighting,30,100,30,physical,Hits twice in one turn.,100,1,N/A,0
jolteon,44,agility,psychic,0,_,30,status,Raises the user's Speed by two stages.,100,1,speed,2
jolteon,48,pin-missile,bug,14,85,20,physical,Hits 2-5 times in one turn.,100,1,N/A,0
jolteon,54,thunder,electric,110,70,10,special,Has a 30% chance to paralyze the target.,30,1,N/A,0
flareon,1,sand-attack,normal,0,100,15,status,Lowers the target's accuracy by one stage.,100,1,accuracy,-1
flareon,1,tackle,normal,35,95,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
flareon,1,ember,fire,40,100,25,special,Has a 10% chance to burn the target.,10,1,N/A,0
flareon,1,quick-attack,normal,40,100,30,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
flareon,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
flareon,37,tail-whip,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
flareon,40,bite,normal,60,100,25,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
flareon,42,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
flareon,44,fire-spin,fire,15,70,15,special,Prevents the target from fleeing and inflicts damage for 2-5 turns.,100,1,N/A,0
flareon,48,rage,normal,20,100,20,physical,"If the user is hit after using this move, its Attack rises by one stage.",100,1,N/A,0
flareon,54,flamethrower,fire,95,100,15,special,Has a 10% chance to burn the target.,10,1,N/A,0
omastar,1,horn-attack,normal,65,100,25,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
omastar,1,water-gun,water,40,100,25,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
omastar,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
omastar,1,withdraw,water,0,_,40,status,Raises the user's Defense by one stage.,100,1,defense,1
omastar,39,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
omastar,44,spike-cannon,normal,20,100,15,physical,Hits 2-5 times in one turn.,100,1,N/A,0
omastar,49,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
kabutops,1,scratch,normal,40,100,35,physical,Inflicts regular damage with no additional effect.,100,1,N/A,0
kabutops,1,absorb,grass,20,100,20,special,Drains half the damage inflicted to heal the user.,100,1,N/A,0
kabutops,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
kabutops,1,harden,normal,0,_,30,status,Raises the user's Defense by one stage.,100,1,defense,1
kabutops,39,slash,normal,70,100,20,physical,Has an increased chance for a critical hit.,100,1,N/A,0
kabutops,46,leer,normal,0,100,30,status,Lowers the target's Defense by one stage.,100,1,defense,-1
kabutops,53,hydro-pump,water,120,80,5,special,Inflicts regular damage with no additional effect.,100,1,N/A,0
snorlax,1,headbutt,normal,70,100,15,physical,Has a 30% chance to make the target flinch.,30,1,N/A,0
snorlax,1,struggle,normal,50,_,1,physical,User takes 1/4 its max HP in recoil.,10,1,N/A,0
snorlax,1,rest,psychic,0,_,5,status,"User sleeps for two turns, completely healing itself.",100,1,N/A,0
snorlax,1,amnesia,psychic,0,_,20,status,Raises the user's Special Defense by two stages.,100,1,sp_defense,2
snorlax,35,body-slam,normal,85,100,15,physical,Has a 30% chance to paralyze the target.,30,1,N/A,0
